#JCAT	Piece	Name	LDate	TLast	TOp	TDate	TF	Program	Plane	Att	Mvr	Class	Category	UNState	UNReg	UNPeriod	UNPerigee	UNApogee	UNInc	Result	Control	Discipline	Comment
# Updated 2023 Jun 05 04:17:39
S55297	2023-010AE	Starlink-5284	2023 Jan 19 	2023 Mar  1	*	*	-	Starlink 1.5 G2	2 1	P	M	B	COM	[US]	-	-	-	-	-	S	-	-	-
S55298	2023-010AF	Starlink-5272	2023 Jan 19 	2023 Mar  1	*	*	-	Starlink 1.5 G2	2 1	P	M	B	COM	[US]	-	-	-	-	-	S	-	-	-
S55299	2023-010AG	Starlink-5270	2023 Jan 19 	2023 Mar  1	*	*	-	Starlink 1.5 G2	2 1	P	M	B	COM	[US]	-	-	-	-	-	S	-	-	-
S55300	2023-010AH	Starlink-5308	2023 Jan 19 	2023 Mar  1	*	*	-	Starlink 1.5 G2	2 1	P	M	B	COM	[US]	-	-	-	-	-	S	-	-	-
S55301	2023-010AJ	Starlink-5319	2023 Jan 19 	2023 Jan 30	2023 Jan 30	2023 Jan 30	-	Starlink 1.5 G2	2 1	P	M	B	COM	[US]	-	-	-	-	-	S	-	-	-
S55302	2023-010AK	Starlink-5321	2023 Jan 19 	2023 Mar  1	*	*	-	Starlink 1.5 G2	2 1	P	M	B	COM	[US]	-	-	-	-	-	S	-	-	-
S55303	2023-010AL	Starlink-5322	2023 Jan 19 	2023 Mar  1	*	*	-	Starlink 1.5 G2	2 1	P	M	B	COM	[US]	-	-	-	-	-	S	-	-	-
S55304	2023-010AM	Starlink-5318	2023 Jan 19 	2023 Mar  1	*	*	-	Starlink 1.5 G2	2 1	P	M	B	COM	[US]	-	-	-	-	-	S	-	-	-
S55305	2023-010AN	Starlink-5316	2023 Jan 19 	2023 Mar  1	*	*	-	Starlink 1.5 G2	2 1	P	M	B	COM	[US]	-	-	-	-	-	S	-	-	-
S55306	2023-010AP	Starlink-5295	2023 Jan 19 	2023 Mar  1	*	*	-	Starlink 1.5 G2	2 1	P	M	B	COM	[US]	-	-	-	-	-	S	-	-	-
S55307	2023-010AQ	Starlink-5288	2023 Jan 19 	2023 Mar  1	*	*	-	Starlink 1.5 G2	2 1	P	M	B	COM	[US]	-	-	-	-	-	S	-	-	-
S55308	2023-010AR	Starlink-5292	2023 Jan 19 	2023 Mar  1	*	*	-	Starlink 1.5 G2	2 1	P	M	B	COM	[US]	-	-	-	-	-	S	-	-	-
S55309	2023-010AS	Starlink-5315	2023 Jan 19 	2023 Mar  1	*	*	-	Starlink 1.5 G2	2 1	P	M	B	COM	[US]	-	-	-	-	-	S	-	-	-
S55310	2023-010AT	Starlink-5309	2023 Jan 19 	2023 Mar  1	*	*	-	Starlink 1.5 G2	2 1	P	M	B	COM	[US]	-	-	-	-	-	S	-	-	-
S55311	2023-010AU	Starlink-5312	2023 Jan 19 	2023 Mar  1	*	*	-	Starlink 1.5 G2	2 1	P	M	B	COM	[US]	-	-	-	-	-	S	-	-	-
S55312	2023-010AV	Starlink-5296	2023 Jan 19 	2023 Mar  1	*	*	-	Starlink 1.5 G2	2 1	P	M	B	COM	[US]	-	-	-	-	-	S	-	-	-
S55313	2023-010AW	Starlink-5313	2023 Jan 19 	2023 Mar  1	*	*	-	Starlink 1.5 G2	2 1	P	M	B	COM	[US]	-	-	-	-	-	S	-	-	-
S55314	2023-010AX	Starlink-5305	2023 Jan 19 	2023 Mar  1	*	*	-	Starlink 1.5 G2	2 1	P	M	B	COM	[US]	-	-	-	-	-	S	-	-	-
S55315	2023-010AY	Starlink-4623	2023 Jan 19 	2023 Mar  1	*	*	-	Starlink 1.5 G2	2 1	P	M	B	COM	[US]	-	-	-	-	-	S	-	-	-
S55316	2023-010AZ	Starlink-5257	2023 Jan 19 	2023 Mar  1	*	*	-	Starlink 1.5 G2	2 1	P	M	B	COM	[US]	-	-	-	-	-	S	-	-	-
S55317	2023-010BA	Starlink-5265	2023 Jan 19 	2023 Mar  1	*	*	-	Starlink 1.5 G2	2 1	P	M	B	COM	[US]	-	-	-	-	-	S	-	-	-
S55318	2023-010BB	Starlink-5180	2023 Jan 19 	2023 Mar  1	*	*	-	Starlink 1.5 G2	2 1	P	M	B	COM	[US]	-	-	-	-	-	S	-	-	-
S55319	2023-010BC	Starlink-5196	2023 Jan 19 	2023 Mar  1	*	*	-	Starlink 1.5 G2	2 1	P	M	B	COM	[US]	-	-	-	-	-	S	-	-	-
S55324	2023-011A	Hawk 6B	2023 Jan 24 	2023 Mar  6	*	*	-	H360	-	P	M	B	SIG	[US]	-	-	-	-	-	S	-	-	-
S55326	2023-011C	Hawk 6C	2023 Jan 24 	2023 Mar  6	*	*	-	H360	-	P	M	B	SIG	[US]	-	-	-	-	-	S	-	-	-
S55327	2023-011D	Hawk 6A	2023 Jan 24 	2023 Mar  6	*	*	-	H360	-	P	M	B	SIG	[US]	-	-	-	-	-	S	-	-	-
S55329	2023-012A	JSE reda-7 gouki	2023 Jan 26 	2023 Jan 26	*	*	-	IGS	-	-	M	D	IMG-R	[J]	-	-	-	-	-	S	-	-	-
S55331	2023-013A	Starlink-5492	2023 Jan 26 	2023 Mar  1	*	*	-	Starlink 2F91G5	5 2	P	M	B	COM	[US]	-	-	-	-	-	S	-	-	-
S55332	2023-013B	Starlink-5491	2023 Jan 26 	2023 Mar  1	*	*	-	Starlink 2F91G5	5 2	P	M	B	COM	[US]	-	-	-	-	-	S	-	-	-
S55333	2023-013C	Starlink-5493	2023 Jan 26 	2023 Mar  1	*	*	-	Starlink 2F91G5	5 2	P	M	B	COM	[US]	-	-	-	-	-	S	-	-	-
S55334	2023-013D	Starlink-5652	2023 Jan 26 	2023 Mar  1	*	*	-	Starlink 2F91G5	5 2	P	M	B	COM	[US]	-	-	-	-	-	S	-	-	-
S55335	2023-013E	Starlink-5660	2023 Jan 26 	2023 Mar  1	*	*	-	Starlink 2F91G5	5 2	P	M	B	COM	[US]	-	-	-	-	-	S	-	-	-
S55336	2023-013F	Starlink-5655	2023 Jan 26 	2023 Mar  1	*	*	-	Starlink 2F91G5	5 2	P	M	B	COM	[US]	-	-	-	-	-	S	-	-	-
S55337	2023-013G	Starlink-5667	2023 Jan 26 	2023 Mar  1	*	*	-	Starlink 2F91G5	5 2	P	M	B	COM	[US]	-	-	-	-	-	S	-	-	-
S55338	2023-013H	Starlink-5658	2023 Jan 26 	2023 Mar  1	*	*	-	Starlink 2F91G5	5 2	P	M	B	COM	[US]	-	-	-	-	-	S	-	-	-
S55339	2023-013J	Starlink-5671	2023 Jan 26 	2023 Mar  1	*	*	-	Starlink 2F91G5	5 2	P	M	B	COM	[US]	-	-	-	-	-	S	-	-	-
S55340	2023-013K	Starlink-5675	2023 Jan 26 	2023 Mar  1	*	*	-	Starlink 2F91G5	5 2	P	M	B	COM	[US]	-	-	-	-	-	S	-	-	-
S55341	2023-013L	Starlink-5670	2023 Jan 26 	2023 Mar  1	*	*	-	Starlink 2F91G5	5 2	P	M	B	COM	[US]	-	-	-	-	-	S	-	-	-
S55342	2023-013M	Starlink-5657	2023 Jan 26 	2023 Mar  1	*	*	-	Starlink 2F91G5	5 2	P	M	B	COM	[US]	-	-	-	-	-	S	-	-	-
S55343	2023-013N	Starlink-5661	2023 Jan 26 	2023 Mar  1	*	*	-	Starlink 2F91G5	5 2	P	M	B	COM	[US]	-	-	-	-	-	S	-	-	-
S55344	2023-013P	Starlink-5662	2023 Jan 26 	2023 Mar  1	*	*	-	Starlink 2F91G5	5 2	P	M	B	COM	[US]	-	-	-	-	-	S	-	-	-
S55345	2023-013Q	Starlink-5653	2023 Jan 26 	2023 Mar  1	*	*	-	Starlink 2F91G5	5 2	P	M	B	COM	[US]	-	-	-	-	-	S	-	-	-
S55346	2023-013R	Starlink-5631	2023 Jan 26 	2023 Mar  1	*	*	-	Starlink 2F91G5	5 2	P	M	B	COM	[US]	-	-	-	-	-	S	-	-	-
S55347	2023-013S	Starlink-5663	2023 Jan 26 	2023 Mar  1	*	*	-	Starlink 2F91G5	5 2	P	M	B	COM	[US]	-	-	-	-	-	S	-	-	-
S55348	2023-013T	Starlink-5609	2023 Jan 26 	2023 Mar  1	*	*	-	Starlink 2F91G5	5 2	P	M	B	COM	[US]	-	-	-	-	-	S	-	-	-
S55349	2023-013U	Starlink-5666	2023 Jan 26 	2023 Mar  1	*	*	-	Starlink 2F91G5	5 2	P	M	B	COM	[US]	-	-	-	-	-	S	-	-	-
S55350	2023-013V	Starlink-5668	2023 Jan 26 	2023 Mar  1	*	*	-	Starlink 2F91G5	5 2	P	M	B	COM	[US]	-	-	-	-	-	S	-	-	-
S55351	2023-013W	Starlink-5659	2023 Jan 26 	2023 Mar  1	*	*	-	Starlink 2F91G5	5 2	P	M	B	COM	[US]	-	-	-	-	-	S	-	-	-
S55352	2023-013X	Starlink-5547	2023 Jan 26 	2023 Mar  1	*	*	-	Starlink 2F91G5	5 2	P	M	B	COM	[US]	-	-	-	-	-	S	-	-	-
S55353	2023-013Y	Starlink-5608	2023 Jan 26 	2023 Mar  1	*	*	-	Starlink 2F91G5	5 2	P	M	B	COM	[US]	-	-	-	-	-	S	-	-	-
S55354	2023-013Z	Starlink-5649	2023 Jan 26 	2023 Mar  1	*	*	-	Starlink 2F91G5	5 2	P	M	B	COM	[US]	-	-	-	-	-	S	-	-	-
S55355	2023-013AA	Starlink-5647	2023 Jan 26 	2023 Mar  1	*	*	-	Starlink 2F91G5	5 2	P	M	B	COM	[US]	-	-	-	-	-	S	-	-	-
S55356	2023-013AB	Starlink-5083	2023 Jan 26 	2023 Mar  8	2023 Mar  8	2023 Mar  8	-	Starlink 2F91G5	5 2	P	M	B	COM	[US]	-	-	-	-	-	S	-	-	-
S55357	2023-013AC	Starlink-5651	2023 Jan 26 	2023 Mar  1	*	*	-	Starlink 2F91G5	5 2	P	M	B	COM	[US]	-	-	-	-	-	S	-	-	-
S55358	2023-013AD	Starlink-5622	2023 Jan 26 	2023 Mar  1	*	*	-	Starlink 2F91G5	5 2	P	M	B	COM	[US]	-	-	-	-	-	S	-	-	-
S55359	2023-013AE	Starlink-5641	2023 Jan 26 	2023 Mar  1	*	*	-	Starlink 2F91G5	5 2	P	M	B	COM	[US]	-	-	-	-	-	S	-	-	-
S55360	2023-013AF	Starlink-5664	2023 Jan 26 	2023 Mar  1	*	*	-	Starlink 2F91G5	5 2	P	M	B	COM	[US]	-	-	-	-	-	S	-	-	-
S55361	2023-013AG	Starlink-5665	2023 Jan 26 	2023 Mar  1	*	*	-	Starlink 2F91G5	5 2	P	M	B	COM	[US]	-	-	-	-	-	S	-	-	-
S55362	2023-013AH	Starlink-5574	2023 Jan 26 	2023 Mar  1	*	*	-	Starlink 2F91G5	5 2	P	M	B	COM	[US]	-	-	-	-	-	S	-	-	-
S55363	2023-013AJ	Starlink-5648	2023 Jan 26 	2023 Mar  1	*	*	-	Starlink 2F91G5	5 2	P	M	B	COM	[US]	-	-	-	-	-	S	-	-	-
S55364	2023-013AK	Starlink-5627	2023 Jan 26 	2023 Mar  1	*	*	-	Starlink 2F91G5	5 2	P	M	B	COM	[US]	-	-	-	-	-	S	-	-	-
S55365	2023-013AL	Starlink-5639	2023 Jan 26 	2023 Mar  1	*	*	-	Starlink 2F91G5	5 2	P	M	B	COM	[US]	-	-	-	-	-	S	-	-	-
S55366	2023-013AM	Starlink-5654	2023 Jan 26 	2023 Mar  1	*	*	-	Starlink 2F91G5	5 2	P	M	B	COM	[US]	-	-	-	-	-	S	-	-	-
S55367	2023-013AN	Starlink-5635	2023 Jan 26 	2023 Mar  1	*	*	-	Starlink 2F91G5	5 2	P	M	B	COM	[US]	-	-	-	-	-	S	-	-	-
S55368	2023-013AP	Starlink-5625	2023 Jan 26 	2023 Mar  1	*	*	-	Starlink 2F91G5	5 2	P	M	B	COM	[US]	-	-	-	-	-	S	-	-	-
S55369	2023-013AQ	Starlink-5644	2023 Jan 26 	2023 Mar  1	*	*	-	Starlink 2F91G5	5 2	P	M	B	COM	[US]	-	-	-	-	-	S	-	-	-
S55370	2023-013AR	Starlink-5027	2023 Jan 26 	2023 Mar  1	*	*	-	Starlink 2F91G5	5 2	P	M	B	COM	[US]	-	-	-	-	-	S	-	-	-
S55371	2023-013AS	Starlink-5590	2023 Jan 26 	2023 Mar  1	*	*	-	Starlink 2F91G5	5 2	P	M	B	COM	[US]	-	-	-	-	-	S	-	-	-
S55372	2023-013AT	Starlink-5568	2023 Jan 26 	2023 Mar  1	*	*	-	Starlink 2F91G5	5 2	P	M	B	COM	[US]	-	-	-	-	-	S	-	-	-
S55373	2023-013AU	Starlink-5581	2023 Jan 26 	2023 Mar  1	*	*	-	Starlink 2F91G5	5 2	P	M	B	COM	[US]	-	-	-	-	-	S	-	-	-
S55374	2023-013AV	Starlink-5578	2023 Jan 26 	2023 Mar  1	*	*	-	Starlink 2F91G5	5 2	P	M	B	COM	[US]	-	-	-	-	-	S	-	-	-
S55375	2023-013AW	Starlink-5588	2023 Jan 26 	2023 Mar  1	*	*	-	Starlink 2F91G5	5 2	P	M	B	COM	[US]	-	-	-	-	-	S	-	-	-
S55376	2023-013AX	Starlink-5586	2023 Jan 26 	2023 Mar  1	*	*	-	Starlink 2F91G5	5 2	P	M	B	COM	[US]	-	-	-	-	-	S	-	-	-
S55377	2023-013AY	Starlink-5567	2023 Jan 26 	2023 Mar  1	*	*	-	Starlink 2F91G5	5 2	P	M	B	COM	[US]	-	-	-	-	-	S	-	-	-
S55378	2023-013AZ	Starlink-5572	2023 Jan 26 	2023 Mar  1	*	*	-	Starlink 2F91G5	5 2	P	M	B	COM	[US]	-	-	-	-	-	S	-	-	-
S55379	2023-013BA	Starlink-5569	2023 Jan 26 	2023 Mar  1	*	*	-	Starlink 2F91G5	5 2	P	M	B	COM	[US]	-	-	-	-	-	S	-	-	-
S55380	2023-013BB	Starlink-5571	2023 Jan 26 	2023 Mar  1	*	*	-	Starlink 2F91G5	5 2	P	M	B	COM	[US]	-	-	-	-	-	S	-	-	-
S55381	2023-013BC	Starlink-5575	2023 Jan 26 	2023 Mar  1	*	*	-	Starlink 2F91G5	5 2	P	M	B	COM	[US]	-	-	-	-	-	S	-	-	-
S55382	2023-013BD	Starlink-5576	2023 Jan 26 	2023 Mar  1	*	*	-	Starlink 2F91G5	5 2	P	M	B	COM	[US]	-	-	-	-	-	S	-	-	-
S55383	2023-013BE	Starlink-5531	2023 Jan 26 	2023 Mar  1	*	*	-	Starlink 2F91G5	5 2	P	M	B	COM	[US]	-	-	-	-	-	S	-	-	-
S55384	2023-013BF	Starlink-5537	2023 Jan 26 	2023 Mar  1	*	*	-	Starlink 2F91G5	5 2	P	M	B	COM	[US]	-	-	-	-	-	S	-	-	-
S55385	2023-013BG	Starlink-5556	2023 Jan 26 	2023 Mar  1	*	*	-	Starlink 2F91G5	5 2	P	M	B	COM	[US]	-	-	-	-	-	S	-	-	-
S55386	2023-013BH	Starlink-5555	2023 Jan 26 	2023 Mar  1	*	*	-	Starlink 2F91G5	5 2	P	M	B	COM	[US]	-	-	-	-	-	S	-	-	-
S55391	2023-014A	Starlink-5077	2023 Jan 31 	2023 Mar  1	*	*	-	Starlink 1.5 G2	2 1	P	M	B	COM	[US]	-	-	-	-	-	S	-	-	-
S55392	2023-014B	Starlink-5085	2023 Jan 31 	2023 Mar  1	*	*	-	Starlink 1.5 G2	2 1	P	M	B	COM	[US]	-	-	-	-	-	S	-	-	-
S55393	2023-014C	Starlink-4786	2023 Jan 31 	2023 Mar  1	*	*	-	Starlink 1.5 G2	2 1	P	M	B	COM	[US]	-	-	-	-	-	S	-	-	-
S55394	2023-014D	Starlink-5230	2023 Jan 31 	2023 Mar  1	*	*	-	Starlink 1.5 G2	2 1	P	M	B	COM	[US]	-	-	-	-	-	S	-	-	-
S55395	2023-014E	Starlink-5274	2023 Jan 31 	2023 Mar  1	*	*	-	Starlink 1.5 G2	2 1	P	M	B	COM	[US]	-	-	-	-	-	S	-	-	-
S55396	2023-014F	Starlink-5283	2023 Jan 31 	2023 Mar  1	*	*	-	Starlink 1.5 G2	2 1	P	M	B	COM	[US]	-	-	-	-	-	S	-	-	-
S55397	2023-014G	Starlink-5224	2023 Jan 31 	2023 Mar  1	*	*	-	Starlink 1.5 G2	2 1	P	M	B	COM	[US]	-	-	-	-	-	S	-	-	-
S55398	2023-014H	Starlink-5275	2023 Jan 31 	2023 Mar  1	*	*	-	Starlink 1.5 G2	2 1	P	M	B	COM	[US]	-	-	-	-	-	S	-	-	-
S55399	2023-014J	Starlink-5276	2023 Jan 31 	2023 Mar  1	*	*	-	Starlink 1.5 G2	2 1	P	M	B	COM	[US]	-	-	-	-	-	S	-	-	-
S55400	2023-014K	Starlink-5632	2023 Jan 31 	2023 Mar  1	*	*	-	Starlink 1.5 G2	2 1	P	M	B	COM	[US]	-	-	-	-	-	S	-	-	-
S55401	2023-014L	Starlink-5076	2023 Jan 31 	2023 Mar  1	*	*	-	Starlink 1.5 G2	2 1	P	M	B	COM	[US]	-	-	-	-	-	S	-	-	-
S55402	2023-014M	Starlink-5071	2023 Jan 31 	2023 Mar  1	*	*	-	Starlink 1.5 G2	2 1	P	M	B	COM	[US]	-	-	-	-	-	S	-	-	-
S55403	2023-014N	Starlink-5597	2023 Jan 31 	2023 Mar  1	*	*	-	Starlink 1.5 G2	2 1	P	M	B	COM	[US]	-	-	-	-	-	S	-	-	-
S55404	2023-014P	Starlink-5607	2023 Jan 31 	2023 Mar  1	*	*	-	Starlink 1.5 G2	2 1	P	M	B	COM	[US]	-	-	-	-	-	S	-	-	-
S55405	2023-014Q	Starlink-5623	2023 Jan 31 	2023 Mar  1	*	*	-	Starlink 1.5 G2	2 1	P	M	B	COM	[US]	-	-	-	-	-	S	-	-	-
S55406	2023-014R	Starlink-5630	2023 Jan 31 	2023 Mar  1	*	*	-	Starlink 1.5 G2	2 1	P	M	B	COM	[US]	-	-	-	-	-	S	-	-	-
S55407	2023-014S	Starlink-5019	2023 Jan 31 	2023 Mar  1	*	*	-	Starlink 1.5 G2	2 1	P	M	B	COM	[US]	-	-	-	-	-	S	-	-	-
S55408	2023-014T	Starlink-5092	2023 Jan 31 	2023 Mar  1	*	*	-	Starlink 1.5 G2	2 1	P	M	B	COM	[US]	-	-	-	-	-	S	-	-	-
S55409	2023-014U	Starlink-5047	2023 Jan 31 	2023 Mar  1	*	*	-	Starlink 1.5 G2	2 1	P	M	B	COM	[US]	-	-	-	-	-	S	-	-	-
S55410	2023-014V	Starlink-5633	2023 Jan 31 	2023 Mar  1	*	*	-	Starlink 1.5 G2	2 1	P	M	B	COM	[US]	-	-	-	-	-	S	-	-	-
S55411	2023-014W	Starlink-5605	2023 Jan 31 	2023 Mar  1	*	*	-	Starlink 1.5 G2	2 1	P	M	B	COM	[US]	-	-	-	-	-	S	-	-	-
S55412	2023-014X	Starlink-5033	2023 Jan 31 	2023 Mar  1	*	*	-	Starlink 1.5 G2	2 0	P	M	B	COM	[US]	-	-	-	-	-	S	-	-	-
S55413	2023-014Y	Starlink-5060	2023 Jan 31 	2023 Mar  1	*	*	-	Starlink 1.5 G2	2 0	P	M	B	COM	[US]	-	-	-	-	-	S	-	-	-
S55414	2023-014Z	Starlink-5620	2023 Jan 31 	2023 Mar  1	*	*	-	Starlink 1.5 G2	2 0	P	M	B	COM	[US]	-	-	-	-	-	S	-	-	-
S55415	2023-014AA	Starlink-5618	2023 Jan 31 	2023 Mar  1	*	*	-	Starlink 1.5 G2	2 0	P	M	B	COM	[US]	-	-	-	-	-	S	-	-	-
S55416	2023-014AB	Starlink-5624	2023 Jan 31 	2023 Mar  1	*	*	-	Starlink 1.5 G2	2 0	P	M	B	COM	[US]	-	-	-	-	-	S	-	-	-
S55417	2023-014AC	Starlink-5616	2023 Jan 31 	2023 Mar  1	*	*	-	Starlink 1.5 G2	2 1	P	M	B	COM	[US]	-	-	-	-	-	S	-	-	-
S55418	2023-014AD	Starlink-5030	2023 Jan 31 	2023 Mar  1	*	*	-	Starlink 1.5 G2	2 0	P	M	B	COM	[US]	-	-	-	-	-	S	-	-	-
S55419	2023-014AE	Starlink-5629	2023 Jan 31 	2023 Mar  1	*	*	-	Starlink 1.5 G2	2 0	P	M	B	COM	[US]	-	-	-	-	-	S	-	-	-
S55420	2023-014AF	Starlink-5604	2023 Jan 31 	2023 Mar  1	*	*	-	Starlink 1.5 G2	2 1	P	M	B	COM	[US]	-	-	-	-	-	S	-	-	-
S55421	2023-014AG	Starlink-5598	2023 Jan 31 	2023 Mar  1	*	*	-	Starlink 1.5 G2	2 0	P	M	B	COM	[US]	-	-	-	-	-	S	-	-	-
S55422	2023-014AH	Starlink-5006	2023 Jan 31 	2023 Mar  1	*	*	-	Starlink 1.5 G2	2 1	P	M	B	COM	[US]	-	-	-	-	-	S	-	-	-
S55423	2023-014AJ	Starlink-5068	2023 Jan 31 	2023 Mar  1	*	*	-	Starlink 1.5 G2	2 0	P	M	B	COM	[US]	-	-	-	-	-	S	-	-	-
S55424	2023-014AK	Starlink-5066	2023 Jan 31 	2023 Feb  6	2023 Feb  6	2023 Feb  6	-	Starlink 1.5 G2	2 1	P	M	B	COM	[US]	-	-	-	-	-	S	-	-	-
S55425	2023-014AL	Starlink-5615	2023 Jan 31 	2023 Mar  1	*	*	-	Starlink 1.5 G2	2 0	P	M	B	COM	[US]	-	-	-	-	-	S	-	-	-
S55426	2023-014AM	Starlink-5638	2023 Jan 31 	2023 Mar  1	*	*	-	Starlink 1.5 G2	2 0	P	M	B	COM	[US]	-	-	-	-	-	S	-	-	-
S55427	2023-014AN	Starlink-5073	2023 Jan 31 	2023 Mar  1	*	*	-	Starlink 1.5 G2	2 0	P	M	B	COM	[US]	-	-	-	-	-	S	-	-	-
S55428	2023-014AP	Starlink-5064	2023 Jan 31 	2023 Mar  1	*	*	-	Starlink 1.5 G2	2 0	P	M	B	COM	[US]	-	-	-	-	-	S	-	-	-
S55429	2023-014AQ	Starlink-5645	2023 Jan 31 	2023 Mar  1	*	*	-	Starlink 1.5 G2	2 0	P	M	B	COM	[US]	-	-	-	-	-	S	-	-	-
S55430	2023-014AR	Starlink-5642	2023 Jan 31 	2023 Mar  1	*	*	-	Starlink 1.5 G2	2 1	P	M	B	COM	[US]	-	-	-	-	-	S	-	-	-
S55431	2023-014AS	Starlink-5643	2023 Jan 31 	2023 Mar  1	*	*	-	Starlink 1.5 G2	2 0	P	M	B	COM	[US]	-	-	-	-	-	S	-	-	-
S55432	2023-014AT	Starlink-5637	2023 Jan 31 	2023 Mar  1	*	*	-	Starlink 1.5 G2	2 1	P	M	B	COM	[US]	-	-	-	-	-	S	-	-	-
S55433	2023-014AU	Starlink-5570	2023 Jan 31 	2023 Mar  1	*	*	-	Starlink 1.5 G2	2 1	P	M	B	COM	[US]	-	-	-	-	-	S	-	-	-
S55434	2023-014AV	Starlink-5621	2023 Jan 31 	2023 Mar  1	*	*	-	Starlink 1.5 G2	2 1	P	M	B	COM	[US]	-	-	-	-	-	S	-	-	-
S55435	2023-014AW	Starlink-5626	2023 Jan 31 	2023 Mar  1	*	*	-	Starlink 1.5 G2	2 1	P	M	B	COM	[US]	-	-	-	-	-	S	-	-	-
S55436	2023-014AX	Starlink-5640	2023 Jan 31 	2023 Mar  1	*	*	-	Starlink 1.5 G2	2 1	P	M	B	COM	[US]	-	-	-	-	-	S	-	-	-
S55437	2023-014AY	Starlink-5080	2023 Jan 31 	2023 Apr 20	2023 Apr 20	2023 Apr 20	-	Starlink 1.5 G2	2	P	M	B	COM	[US]	-	-	-	-	-	S	-	-	-
S55438	2023-014AZ	Starlink-5074	2023 Jan 31 	2023 Mar  1	*	*	-	Starlink 1.5 G2	2 1	P	M	B	COM	[US]	-	-	-	-	-	S	-	-	-
S55439	2023-014BA	Starlink-5634	2023 Jan 31 	2023 Mar  1	*	*	-	Starlink 1.5 G2	2 1	P	M	B	COM	[US]	-	-	-	-	-	S	-	-	-
S55441	2023-014BC	ION SCV009	2023 Jan 31 	2023 Feb 19	*	*	-	DORBIT	-	P	M	B	TECH	[I]	-	-	-	-	-	S	-	-	-
S55446	2023-014BH	EBAD Test Mass	2023 Jan 31 	2023 Feb 19	2023 Feb 19	2023 Feb 19 1200?	-	EBAD	-	-	-	B	TECH	[US]	-	-	-	-	-	S	-	-	-
S55449	2023-015A	Starlink-5699	2023 Feb  2 	2023 Mar  1	*	*	-	Starlink 2F91G5	5 2	P	M	B	COM	[US]	-	-	-	-	-	S	-	-	-
S55450	2023-015B	Starlink-5686	2023 Feb  2 	2023 Mar  1	*	*	-	Starlink 2F91G5	5 2	P	M	B	COM	[US]	-	-	-	-	-	S	-	-	-
S55451	2023-015C	Starlink-5656	2023 Feb  2 	2023 Mar  1	*	*	-	Starlink 2F91G5	5 2	P	M	B	COM	[US]	-	-	-	-	-	S	-	-	-
S55452	2023-015D	Starlink-5683	2023 Feb  2 	2023 Mar  1	*	*	-	Starlink 2F91G5	5 2	P	M	B	COM	[US]	-	-	-	-	-	S	-	-	-
S55453	2023-015E	Starlink-5684	2023 Feb  2 	2023 Mar  1	*	*	-	Starlink 2F91G5	5 2	P	M	B	COM	[US]	-	-	-	-	-	S	-	-	-
S55454	2023-015F	Starlink-5636	2023 Feb  2 	2023 Mar  1	*	*	-	Starlink 2F91G5	5 2	P	M	B	COM	[US]	-	-	-	-	-	S	-	-	-
S55455	2023-015G	Starlink-5680	2023 Feb  2 	2023 Mar  1	*	*	-	Starlink 2F91G5	5 2	P	M	B	COM	[US]	-	-	-	-	-	S	-	-	-
S55456	2023-015H	Starlink-5058	2023 Feb  2 	2023 Mar  1	*	*	-	Starlink 2F91G5	5 2	P	M	B	COM	[US]	-	-	-	-	-	S	-	-	-
S55457	2023-015J	Starlink-5682	2023 Feb  2 	2023 Mar  1	*	*	-	Starlink 2F91G5	5 2	P	M	B	COM	[US]	-	-	-	-	-	S	-	-	-
S55458	2023-015K	Starlink-5020	2023 Feb  2 	2023 Mar  1	*	*	-	Starlink 2F91G5	5 2	P	M	B	COM	[US]	-	-	-	-	-	S	-	-	-
S55459	2023-015L	Starlink-5669	2023 Feb  2 	2023 Mar  1	*	*	-	Starlink 2F91G5	5 2	P	M	B	COM	[US]	-	-	-	-	-	S	-	-	-
S55460	2023-015M	Starlink-5678	2023 Feb  2 	2023 Mar  1	*	*	-	Starlink 2F91G5	5 2	P	M	B	COM	[US]	-	-	-	-	-	S	-	-	-
S55461	2023-015N	Starlink-5646	2023 Feb  2 	2023 Mar  1	*	*	-	Starlink 2F91G5	5 2	P	M	B	COM	[US]	-	-	-	-	-	S	-	-	-
S55462	2023-015P	Starlink-5673	2023 Feb  2 	2023 Mar  1	*	*	-	Starlink 2F91G5	5 2	P	M	B	COM	[US]	-	-	-	-	-	S	-	-	-
S55463	2023-015Q	Starlink-5677	2023 Feb  2 	2023 Mar  1	*	*	-	Starlink 2F91G5	5 2	P	M	B	COM	[US]	-	-	-	-	-	S	-	-	-
S55464	2023-015R	Starlink-5676	2023 Feb  2 	2023 Mar  1	*	*	-	Starlink 2F91G5	5 2	P	M	B	COM	[US]	-	-	-	-	-	S	-	-	-
S55465	2023-015S	Starlink-5674	2023 Feb  2 	2023 Mar  1	*	*	-	Starlink 2F91G5	5 2	P	M	B	COM	[US]	-	-	-	-	-	S	-	-	-
S55466	2023-015T	Starlink-5628	2023 Feb  2 	2023 Mar  1	*	*	-	Starlink 2F91G5	5 2	P	M	B	COM	[US]	-	-	-	-	-	S	-	-	-
S55467	2023-015U	Starlink-5679	2023 Feb  2 	2023 Mar  1	*	*	-	Starlink 2F91G5	5 2	P	M	B	COM	[US]	-	-	-	-	-	S	-	-	-
